timestamp,latitude,longitude,type,recording,trip_id,session_id
1769853991404,35.6101465,139.7054496,raw,true,T20260131_175041,S20260131_184958
1769853992404,35.6100758,139.7054192,raw,true,T20260131_175041,S20260131_184958
1769853993404,35.6100142,139.7053962,raw,true,T20260131_175041,S20260131_184958
1769853994404,35.6099625,139.7053782,raw,true,T20260131_175041,S20260131_184958
1769853995404,35.6099209,139.7053606,raw,true,T20260131_175041,S20260131_184958
1769853996404,35.6098876,139.7053462,raw,true,T20260131_175041,S20260131_184958
1769853997404,35.6098615,139.7053356,raw,true,T20260131_175041,S20260131_184958
1769853998404,35.609843,139.7053287,raw,true,T20260131_175041,S20260131_184958
1769853999404,35.6098256,139.7053209,raw,true,T20260131_175041,S20260131_184958
1769854000404,35.6098194,139.7053181,raw,true,T20260131_175041,S20260131_184958
1769854001404,35.6098215,139.7053161,raw,true,T20260131_175041,S20260131_184958
1769854002404,35.609821,139.7053149,raw,true,T20260131_175041,S20260131_184958
1769854003404,35.6098209,139.7053139,raw,true,T20260131_175041,S20260131_184958
1769854004404,35.6098209,139.7053134,raw,true,T20260131_175041,S20260131_184958
1769854005404,35.6098213,139.7053129,raw,true,T20260131_175041,S20260131_184958
1769854006404,35.6098216,139.7053121,raw,true,T20260131_175041,S20260131_184958
1769854007404,35.6098212,139.7053116,raw,true,T20260131_175041,S20260131_184958
1769854008404,35.6098215,139.7053119,raw,true,T20260131_175041,S20260131_184958
1769854009404,35.6098218,139.7053128,raw,true,T20260131_175041,S20260131_184958
1769854010404,35.6098222,139.7053129,raw,true,T20260131_175041,S20260131_184958
1769854011404,35.6098227,139.7053142,raw,true,T20260131_175041,S20260131_184958
1769854012404,35.6098227,139.7053144,raw,true,T20260131_175041,S20260131_184958
1769854013404,35.6098226,139.7053143,raw,true,T20260131_175041,S20260131_184958
1769854014404,35.6098225,139.7053141,raw,true,T20260131_175041,S20260131_184958
1769854015404,35.6098225,139.7053139,raw,true,T20260131_175041,S20260131_184958
1769854016404,35.6098226,139.7053137,raw,true,T20260131_175041,S20260131_184958
1769854017404,35.6098226,139.7053136,raw,true,T20260131_175041,S20260131_184958
1769854018404,35.6098226,139.7053136,raw,true,T20260131_175041,S20260131_184958
1769854019404,35.6098226,139.7053135,raw,true,T20260131_175041,S20260131_184958
1769854020404,35.6098226,139.7053134,raw,true,T20260131_175041,S20260131_184958
1769854021404,35.6098225,139.7053134,raw,true,T20260131_175041,S20260131_184958
1769854022404,35.6098227,139.7053132,raw,true,T20260131_175041,S20260131_184958
1769854023404,35.6098227,139.7053132,raw,true,T20260131_175041,S20260131_184958
1769854024404,35.6098227,139.7053131,raw,true,T20260131_175041,S20260131_184958
1769854025404,35.6098226,139.7053131,raw,true,T20260131_175041,S20260131_184958
1769854026404,35.6098226,139.7053131,raw,true,T20260131_175041,S20260131_184958
1769854027404,35.6098226,139.7053131,raw,true,T20260131_175041,S20260131_184958
1769854028404,35.6098227,139.705313,raw,true,T20260131_175041,S20260131_184958
1769854029404,35.6098226,139.705313,raw,true,T20260131_175041,S20260131_184958
1769854030404,35.6098225,139.705313,raw,true,T20260131_175041,S20260131_184958
1769854031404,35.6098225,139.7053129,raw,true,T20260131_175041,S20260131_184958
1769854032404,35.6098225,139.7053129,raw,true,T20260131_175041,S20260131_184958
1769854033404,35.6098224,139.7053129,raw,true,T20260131_175041,S20260131_184958
1769854034404,35.6098224,139.7053128,raw,true,T20260131_175041,S20260131_184958
1769854035404,35.6098225,139.7053126,raw,true,T20260131_175041,S20260131_184958
1769854036404,35.6098225,139.7053125,raw,true,T20260131_175041,S20260131_184958
1769854037404,35.6098193,139.7053111,raw,true,T20260131_175041,S20260131_184958
1769854038404,35.609811,139.7053094,raw,true,T20260131_175041,S20260131_184958
1769854039404,35.6097963,139.7053024,raw,true,T20260131_175041,S20260131_184958
1769854040404,35.6097702,139.7052908,raw,true,T20260131_175041,S20260131_184958
1769854041404,35.6097268,139.7052719,raw,true,T20260131_175041,S20260131_184958
1769854042404,35.6096739,139.7052483,raw,true,T20260131_175041,S20260131_184958
1769854043404,35.609616,139.7052267,raw,true,T20260131_175041,S20260131_184958
1769854044404,35.6095564,139.7052035,raw,true,T20260131_175041,S20260131_184958
1769854045404,35.6094968,139.7051793,raw,true,T20260131_175041,S20260131_184958
1769854046404,35.6094364,139.705154,raw,true,T20260131_175041,S20260131_184958
1769854047404,35.6093758,139.7051305,raw,true,T20260131_175041,S20260131_184958
1769854048404,35.6093158,139.7051064,raw,true,T20260131_175041,S20260131_184958
1769854049404,35.6092536,139.7050794,raw,true,T20260131_175041,S20260131_184958
1769854050404,35.6091889,139.7050525,raw,true,T20260131_175041,S20260131_184958
1769854051404,35.6091161,139.7050185,raw,true,T20260131_175041,S20260131_184958
1769854052404,35.6090376,139.7049832,raw,true,T20260131_175041,S20260131_184958
1769854053404,35.6089523,139.7049444,raw,true,T20260131_175041,S20260131_184958
1769854054404,35.6088651,139.7049095,raw,true,T20260131_175041,S20260131_184958
1769854055404,35.6087768,139.7048727,raw,true,T20260131_175041,S20260131_184958
1769854056404,35.6086848,139.7048346,raw,true,T20260131_175041,S20260131_184958
1769854057404,35.6085964,139.7047959,raw,true,T20260131_175041,S20260131_184958
1769854058404,35.6085046,139.7047576,raw,true,T20260131_175041,S20260131_184958
1769854059404,35.6084111,139.7047138,raw,true,T20260131_175041,S20260131_184958
1769854060404,35.6083198,139.7046743,raw,true,T20260131_175041,S20260131_184958
1769854061404,35.6082253,139.7046346,raw,true,T20260131_175041,S20260131_184958
1769854062404,35.6081305,139.7045947,raw,true,T20260131_175041,S20260131_184958
1769854063404,35.608035,139.7045551,raw,true,T20260131_175041,S20260131_184958
1769854064404,35.6079417,139.7045157,raw,true,T20260131_175041,S20260131_184958
1769854065404,35.6078496,139.7044796,raw,true,T20260131_175041,S20260131_184958
